PROD_CODE;BASKET_ID
PRD0904162;9,94107E+14
PRD0902277;9,94107E+14
PRD0902913;9,94107E+14
PRD0903620;9,94107E+14
PRD0904832;9,94107E+14
PRD0904916;9,94107E+14
PRD0900247;9,94107E+14
PRD0903429;9,94107E+14
PRD0900382;9,94107E+14
PRD0904374;9,94107E+14
PRD0902200;9,94107E+14
PRD0900493;9,94107E+14
PRD0900734;9,94107E+14
PRD0903667;9,94107E+14
PRD0900465;9,94107E+14
PRD0900121;9,94107E+14
PRD0901426;9,94107E+14
PRD0901060;9,94107E+14
PRD0903846;9,94107E+14
PRD0900173;9,94107E+14
PRD0900201;9,94107E+14
PRD0900454;9,94107E+14
PRD0901500;9,94107E+14
PRD0901672;9,94107E+14
PRD0901916;9,94107E+14
PRD0902257;9,94107E+14
PRD0902653;9,94107E+14
PRD0903052;9,94107E+14
PRD0903074;9,94107E+14
PRD0903265;9,94107E+14
PRD0903526;9,94107E+14
PRD0904806;9,94107E+14
PRD0904038;9,94107E+14
PRD0904652;9,94107E+14
PRD0901028;9,94107E+14
PRD0901407;9,94107E+14
PRD0903078;9,94107E+14
PRD0903140;9,94107E+14
PRD0903939;9,94107E+14
PRD0904152;9,94107E+14
PRD0904469;9,94107E+14
PRD0900242;9,94107E+14
PRD0901017;9,94107E+14
PRD0902167;9,94107E+14
PRD0900121;9,94107E+14
PRD0900171;9,94107E+14
PRD0901627;9,94107E+14
PRD0903399;9,94107E+14
PRD0903991;9,94107E+14
PRD0900045;9,94107E+14
PRD0902671;9,94107E+14
PRD0903846;9,94107E+14
PRD0903100;9,94107E+14
PRD0904358;9,94107E+14
PRD0904958;9,94107E+14
PRD0903042;9,94107E+14
PRD0903271;9,94107E+14
PRD0903439;9,94107E+14
PRD0904334;9,94107E+14
PRD0904495;9,94107E+14
PRD0901060;9,94107E+14
PRD0903846;9,94107E+14
PRD0904340;9,94107E+14
PRD0900097;9,94107E+14
PRD0902969;9,94107E+14
PRD0901577;9,94107E+14
PRD0903052;9,94107E+14
PRD0904599;9,94107E+14
PRD0901577;9,94107E+14
PRD0903130;9,94107E+14
PRD0900254;9,94107E+14
PRD0900270;9,94107E+14
PRD0900312;9,94107E+14
PRD0900830;9,94107E+14
PRD0901094;9,94107E+14
PRD0901134;9,94107E+14
PRD0901450;9,94107E+14
PRD0901627;9,94107E+14
PRD0901933;9,94107E+14
PRD0902116;9,94107E+14
PRD0902598;9,94107E+14
PRD0902642;9,94107E+14
PRD0903301;9,94107E+14
PRD0903395;9,94107E+14
PRD0904358;9,94107E+14
PRD0904815;9,94107E+14
PRD0904933;9,94107E+14
PRD0901348;9,94107E+14
PRD0901187;9,94107E+14
PRD0900168;9,94107E+14
PRD0900218;9,94107E+14
PRD0900676;9,94107E+14
PRD0900786;9,94107E+14
PRD0901150;9,94107E+14
PRD0901589;9,94107E+14
PRD0901672;9,94107E+14
PRD0901850;9,94107E+14
PRD0902020;9,94107E+14
PRD0902297;9,94107E+14
PRD0902484;9,94107E+14
PRD0902898;9,94107E+14
PRD0903050;9,94107E+14
PRD0903052;9,94107E+14
PRD0903161;9,94107E+14
PRD0903184;9,94107E+14
PRD0903194;9,94107E+14
PRD0903452;9,94107E+14
PRD0903877;9,94107E+14
PRD0904120;9,94107E+14
PRD0904775;9,94107E+14
PRD0903627;9,94107E+14
PRD0900918;9,94107E+14
PRD0903900;9,94107E+14
PRD0904364;9,94107E+14
PRD0900175;9,94107E+14
PRD0900066;9,94107E+14
PRD0900557;9,94107E+14
PRD0900583;9,94107E+14
PRD0901279;9,94107E+14
PRD0901458;9,94107E+14
PRD0901617;9,94107E+14
PRD0901672;9,94107E+14
PRD0901983;9,94107E+14
PRD0902767;9,94107E+14
PRD0903143;9,94107E+14
PRD0903190;9,94107E+14
PRD0903556;9,94107E+14
PRD0903644;9,94107E+14
PRD0904000;9,94107E+14
PRD0904103;9,94107E+14
PRD0904490;9,94107E+14
PRD0904506;9,94107E+14
PRD0904522;9,94107E+14
PRD0904426;9,94107E+14
PRD0900143;9,94107E+14
PRD0900311;9,94107E+14
PRD0900830;9,94107E+14
PRD0901359;9,94107E+14
PRD0901522;9,94107E+14
PRD0902198;9,94107E+14
PRD0902254;9,94107E+14
PRD0903233;9,94107E+14
PRD0903408;9,94107E+14
PRD0904345;9,94107E+14
PRD0901886;9,94107E+14
PRD0900736;9,94107E+14
PRD0901265;9,94107E+14
PRD0904294;9,94107E+14
PRD0903514;9,94107E+14
PRD0900065;9,94107E+14
PRD0900415;9,94107E+14
PRD0901140;9,94107E+14
PRD0901505;9,94107E+14
PRD0902561;9,94107E+14
PRD0902700;9,94107E+14
PRD0903632;9,94107E+14
PRD0904817;9,94107E+14
PRD0900780;9,94107E+14
PRD0902472;9,94107E+14
PRD0904743;9,94107E+14
PRD0902734;9,94107E+14
PRD0904988;9,94107E+14
PRD0900066;9,94107E+14
PRD0900254;9,94107E+14
PRD0900691;9,94107E+14
PRD0901265;9,94107E+14
PRD0902929;9,94107E+14
PRD0902962;9,94107E+14
PRD0903052;9,94107E+14
PRD0903590;9,94107E+14
PRD0903619;9,94107E+14
PRD0903751;9,94107E+14
PRD0903993;9,94107E+14
PRD0904202;9,94107E+14
PRD0904249;9,94107E+14
PRD0904358;9,94107E+14
PRD0904887;9,94107E+14
PRD0900228;9,94107E+14
PRD0901226;9,94107E+14
PRD0900171;9,94107E+14
PRD0900500;9,94107E+14
PRD0900926;9,94107E+14
PRD0900951;9,94107E+14
PRD0901688;9,94107E+14
PRD0901821;9,94107E+14
PRD0902007;9,94107E+14
PRD0902015;9,94107E+14
PRD0902243;9,94107E+14
PRD0902948;9,94107E+14
PRD0903677;9,94107E+14
PRD0903993;9,94107E+14
PRD0904286;9,94107E+14
PRD0904576;9,94107E+14
PRD0904774;9,94107E+14
PRD0904805;9,94107E+14
PRD0904847;9,94107E+14
PRD0900221;9,94107E+14
PRD0903668;9,94107E+14
PRD0904698;9,94107E+14
PRD0904275;9,94107E+14
PRD0904854;9,94107E+14
PRD0900155;9,94107E+14
PRD0900212;9,94107E+14
PRD0900290;9,94107E+14
PRD0900359;9,94107E+14
PRD0900461;9,94107E+14
PRD0900847;9,94107E+14
PRD0901024;9,94107E+14
PRD0902266;9,94107E+14
PRD0903325;9,94107E+14
PRD0903373;9,94107E+14
PRD0903538;9,94107E+14
PRD0904613;9,94107E+14
PRD0904786;9,94107E+14
PRD0904886;9,94107E+14
PRD0904157;9,94107E+14
PRD0901225;9,94107E+14
PRD0903868;9,94107E+14
PRD0902734;9,94107E+14
PRD0900771;9,94107E+14
PRD0901495;9,94107E+14
PRD0900159;9,94107E+14
PRD0900438;9,94107E+14
PRD0901699;9,94107E+14
PRD0901906;9,94107E+14
PRD0902015;9,94107E+14
PRD0902876;9,94107E+14
PRD0903052;9,94107E+14
PRD0903475;9,94107E+14
PRD0903705;9,94107E+14
PRD0904418;9,94107E+14
PRD0904488;9,94107E+14
PRD0904531;9,94107E+14
PRD0901711;9,94107E+14
PRD0900254;9,94107E+14
PRD0900925;9,94107E+14
PRD0900926;9,94107E+14
PRD0901265;9,94107E+14
PRD0901294;9,94107E+14
PRD0901468;9,94107E+14
PRD0901544;9,94107E+14
PRD0901740;9,94107E+14
PRD0902915;9,94107E+14
PRD0902929;9,94107E+14
PRD0902944;9,94107E+14
PRD0902982;9,94107E+14
PRD0903377;9,94107E+14
PRD0903395;9,94107E+14
PRD0903441;9,94107E+14
PRD0903746;9,94107E+14
PRD0904005;9,94107E+14
PRD0904044;9,94107E+14
PRD0904379;9,94107E+14
PRD0904409;9,94107E+14
PRD0904681;9,94107E+14
PRD0904723;9,94107E+14
PRD0900234;9,94107E+14
PRD0904794;9,94107E+14
PRD0901165;9,94107E+14
PRD0902262;9,94107E+14
PRD0903828;9,94107E+14
PRD0900734;9,94107E+14
PRD0900843;9,94107E+14
PRD0901872;9,94107E+14
PRD0902443;9,94107E+14
PRD0901353;9,94107E+14
PRD0900633;9,94107E+14
PRD0900878;9,94107E+14
PRD0901672;9,94107E+14
PRD0901798;9,94107E+14
PRD0902008;9,94107E+14
PRD0904191;9,94107E+14
PRD0904192;9,94107E+14
PRD0901365;9,94107E+14
PRD0901969;9,94107E+14
PRD0902959;9,94107E+14
PRD0902359;9,94107E+14
PRD0903447;9,94107E+14
PRD0903115;9,94107E+14
PRD0900008;9,94107E+14
PRD0904357;9,94107E+14
PRD0903523;9,94107E+14
PRD0904661;9,94107E+14
PRD0904358;9,94107E+14
PRD0902923;9,94107E+14
PRD0902265;9,94107E+14
PRD0903869;9,94107E+14
PRD0903877;9,94107E+14
PRD0900613;9,94107E+14
PRD0901887;9,94107E+14
PRD0903362;9,94107E+14
PRD0900076;9,94107E+14
PRD0900372;9,94107E+14
PRD0900440;9,94107E+14
PRD0902013;9,94107E+14
PRD0902375;9,94107E+14
PRD0903050;9,94107E+14
PRD0903052;9,94107E+14
PRD0904636;9,94107E+14
PRD0903900;9,94107E+14
PRD0901944;9,94107E+14
PRD0900356;9,94107E+14
PRD0904090;9,94107E+14
PRD0903114;9,94107E+14
PRD0904945;9,94107E+14
PRD0901878;9,94107E+14
PRD0903408;9,94107E+14
PRD0904103;9,94107E+14
PRD0904339;9,94107E+14
PRD0903678;9,94107E+14
PRD0902627;9,94107E+14
PRD0901230;9,94107E+14
PRD0900493;9,94107E+14
PRD0903052;9,94107E+14
PRD0901562;9,94107E+14
PRD0900275;9,94107E+14
PRD0900528;9,94107E+14
PRD0900911;9,94107E+14
PRD0901026;9,94107E+14
PRD0901101;9,94107E+14
PRD0901136;9,94107E+14
PRD0902189;9,94107E+14
PRD0902675;9,94107E+14
PRD0902724;9,94107E+14
PRD0903135;9,94107E+14
PRD0904579;9,94107E+14
PRD0903617;9,94107E+14
PRD0900891;9,94107E+14
PRD0902092;9,94107E+14
PRD0904133;9,94107E+14
PRD0903569;9,94107E+14
PRD0904246;9,94107E+14
PRD0900755;9,94107E+14
PRD0902407;9,94107E+14
PRD0902198;9,94107E+14
PRD0904358;9,94107E+14
PRD0904813;9,94107E+14
PRD0903678;9,94107E+14
PRD0902449;9,94107E+14
PRD0900173;9,94107E+14
PRD0904738;9,94107E+14
PRD0903678;9,94107E+14
PRD0901253;9,94107E+14
PRD0903096;9,94107E+14
PRD0901547;9,94107E+14
PRD0903615;9,94107E+14
PRD0903618;9,94107E+14
PRD0903845;9,94107E+14
PRD0904614;9,94107E+14
PRD0902431;9,94107E+14
PRD0900493;9,94107E+14
PRD0901821;9,94107E+14
PRD0903497;9,94107E+14
PRD0903685;9,94107E+14
PRD0904898;9,94107E+14
PRD0904976;9,94107E+14
PRD0902392;9,94107E+14
PRD0900249;9,94107E+14
PRD0901348;9,94107E+14
PRD0901301;9,94107E+14
PRD0902542;9,94107E+14
PRD0901338;9,94107E+14
PRD0900121;9,94107E+14
PRD0900435;9,94107E+14
PRD0900844;9,94107E+14
PRD0900923;9,94107E+14
PRD0900938;9,94107E+14
PRD0901123;9,94107E+14
PRD0901535;9,94107E+14
PRD0901705;9,94107E+14
PRD0902700;9,94107E+14
PRD0902929;9,94107E+14
PRD0903052;9,94107E+14
PRD0903171;9,94107E+14
PRD0903557;9,94107E+14
PRD0904055;9,94107E+14
PRD0904304;9,94107E+14
PRD0904976;9,94107E+14
PRD0901067;9,94107E+14
PRD0900121;9,94107E+14
PRD0900174;9,94107E+14
PRD0900633;9,94107E+14
PRD0902699;9,94107E+14
PRD0903984;9,94107E+14
PRD0902746;9,94107E+14
PRD0904157;9,94107E+14
PRD0903437;9,94107E+14
PRD0900531;9,94107E+14
PRD0902423;9,94107E+14
PRD0900173;9,94107E+14
PRD0901009;9,94107E+14
PRD0901066;9,94107E+14
PRD0901652;9,94107E+14
PRD0903052;9,94107E+14
PRD0903497;9,94107E+14
PRD0903941;9,94107E+14
PRD0904358;9,94107E+14
PRD0904636;9,94107E+14
PRD0900983;9,94107E+14
PRD0901359;9,94107E+14
PRD0904025;9,94107E+14
PRD0902671;9,94107E+14
PRD0903788;9,94107E+14
PRD0904281;9,94107E+14
PRD0900508;9,94107E+14
PRD0900917;9,94107E+14
PRD0902087;9,94107E+14
PRD0902558;9,94107E+14
PRD0902655;9,94107E+14
PRD0903806;9,94107E+14
PRD0904454;9,94107E+14
PRD0904684;9,94107E+14
PRD0901017;9,94107E+14
PRD0901329;9,94107E+14
PRD0900167;9,94107E+14
PRD0900830;9,94107E+14
PRD0901548;9,94107E+14
PRD0902029;9,94107E+14
PRD0902265;9,94107E+14
PRD0902609;9,94107E+14
PRD0902840;9,94107E+14
PRD0903074;9,94107E+14
PRD0903298;9,94107E+14
PRD0903438;9,94107E+14
PRD0904358;9,94107E+14
PRD0904569;9,94107E+14
PRD0904574;9,94107E+14
PRD0904761;9,94107E+14
PRD0901319;9,94107E+14
PRD0902287;9,94107E+14
PRD0901837;9,94107E+14
PRD0901987;9,94107E+14
PRD0903270;9,94107E+14
PRD0903750;9,94107E+14
PRD0901093;9,94107E+14
PRD0903114;9,94107E+14
PRD0904241;9,94107E+14
PRD0901424;9,94107E+14
PRD0903567;9,94107E+14
PRD0903776;9,94107E+14
PRD0900121;9,94107E+14
PRD0900139;9,94107E+14
PRD0900225;9,94107E+14
PRD0900741;9,94107E+14
PRD0901242;9,94107E+14
PRD0901265;9,94107E+14
PRD0903052;9,94107E+14
PRD0903520;9,94107E+14
PRD0900175;9,94107E+14
PRD0900121;9,94107E+14
PRD0900346;9,94107E+14
PRD0901153;9,94107E+14
PRD0901228;9,94107E+14
PRD0901407;9,94107E+14
PRD0903074;9,94107E+14
PRD0900986;9,94107E+14
PRD0902618;9,94107E+14
PRD0903834;9,94107E+14
PRD0904723;9,94107E+14
PRD0900749;9,94107E+14
PRD0901201;9,94107E+14
PRD0901872;9,94107E+14
PRD0902882;9,94107E+14
PRD0904319;9,94107E+14
PRD0904363;9,94107E+14
PRD0904920;9,94107E+14
PRD0900239;9,94107E+14
PRD0901510;9,94107E+14
PRD0901871;9,94107E+14
PRD0902882;9,94107E+14
PRD0902016;9,94107E+14
PRD0902555;9,94107E+14
PRD0902645;9,94107E+14
PRD0902819;9,94107E+14
PRD0902449;9,94107E+14
PRD0900121;9,94107E+14
PRD0900648;9,94107E+14
PRD0900653;9,94107E+14
PRD0901926;9,94107E+14
PRD0903136;9,94107E+14
PRD0901075;9,94107E+14
PRD0901586;9,94107E+14
PRD0903577;9,94107E+14
PRD0903816;9,94107E+14
PRD0900097;9,94107E+14
PRD0900159;9,94107E+14
PRD0900173;9,94107E+14
PRD0900432;9,94107E+14
PRD0900531;9,94107E+14
PRD0900569;9,94107E+14
PRD0900670;9,94107E+14
PRD0900830;9,94107E+14
PRD0901278;9,94107E+14
PRD0901353;9,94107E+14
PRD0901585;9,94107E+14
PRD0901766;9,94107E+14
PRD0902060;9,94107E+14
PRD0902536;9,94107E+14
PRD0902666;9,94107E+14
PRD0902699;9,94107E+14
PRD0902908;9,94107E+14
PRD0902944;9,94107E+14
PRD0902969;9,94107E+14
PRD0903052;9,94107E+14
PRD0903228;9,94107E+14
PRD0903269;9,94107E+14
PRD0903497;9,94107E+14
PRD0903564;9,94107E+14
PRD0903786;9,94107E+14
PRD0904001;9,94107E+14
PRD0904492;9,94107E+14
PRD0902214;9,94107E+14
PRD0903245;9,94107E+14
PRD0901157;9,94107E+14
PRD0901499;9,94107E+14
PRD0900852;9,94107E+14
PRD0900884;9,94107E+14
PRD0902889;9,94107E+14
PRD0903298;9,94107E+14
PRD0904557;9,94107E+14
PRD0901776;9,94107E+14
PRD0904358;9,94107E+14
PRD0903678;9,94107E+14
PRD0901985;9,94107E+14
PRD0902868;9,94107E+14
PRD0903469;9,94107E+14
PRD0903788;9,94107E+14
PRD0901891;9,94107E+14
PRD0901929;9,94107E+14
PRD0902222;9,94107E+14
PRD0902477;9,94107E+14
PRD0900008;9,94107E+14
PRD0902268;9,94107E+14
PRD0902345;9,94107E+14
PRD0904974;9,94107E+14
PRD0900173;9,94107E+14
PRD0902700;9,94107E+14
PRD0902883;9,94107E+14
PRD0903469;9,94107E+14
PRD0903690;9,94107E+14
PRD0903827;9,94107E+14
PRD0904860;9,94107E+14
PRD0900875;9,94107E+14
PRD0900934;9,94107E+14
PRD0901620;9,94107E+14
PRD0903353;9,94107E+14
PRD0904044;9,94107E+14
PRD0900202;9,94107E+14
PRD0903677;9,94107E+14
PRD0904358;9,94107E+14
PRD0900686;9,94107E+14
PRD0901031;9,94107E+14
PRD0902462;9,94107E+14
PRD0902808;9,94107E+14
PRD0904736;9,94107E+14
PRD0902110;9,94107E+14
PRD0902149;9,94107E+14
PRD0903639;9,94107E+14
PRD0901303;9,94107E+14
PRD0900679;9,94107E+14
PRD0900684;9,94107E+14
PRD0901383;9,94107E+14
PRD0901505;9,94107E+14
PRD0901860;9,94107E+14
PRD0903052;9,94107E+14
PRD0904918;9,94107E+14
PRD0901042;9,94107E+14
PRD0900159;9,94107E+14
PRD0901229;9,94107E+14
PRD0902801;9,94107E+14
PRD0902930;9,94107E+14
PRD0903052;9,94107E+14
PRD0903081;9,94107E+14
PRD0903250;9,94107E+14
PRD0904441;9,94107E+14
PRD0904933;9,94107E+14
PRD0904951;9,94107E+14
PRD0900537;9,94107E+14
PRD0902576;9,94107E+14
PRD0904099;9,94107E+14
PRD0901486;9,94107E+14
PRD0901145;9,94107E+14
PRD0900008;9,94107E+14
PRD0900456;9,94107E+14
PRD0901008;9,94107E+14
PRD0901265;9,94107E+14
PRD0901821;9,94107E+14
PRD0902430;9,94107E+14
PRD0902606;9,94107E+14
PRD0902890;9,94107E+14
PRD0902984;9,94107E+14
PRD0903052;9,94107E+14
PRD0903130;9,94107E+14
PRD0904533;9,94107E+14
PRD0901937;9,94107E+14
PRD0901900;9,94107E+14
PRD0901867;9,94107E+14
PRD0900676;9,94107E+14
PRD0900962;9,94107E+14
PRD0901078;9,94107E+14
PRD0903074;9,94107E+14
PRD0903788;9,94107E+14
PRD0904241;9,94107E+14
PRD0903812;9,94107E+14
PRD0902129;9,94107E+14
PRD0904652;9,94107E+14
PRD0903028;9,94107E+14
PRD0900614;9,94107E+14
PRD0902257;9,94107E+14
PRD0902687;9,94107E+14
PRD0902898;9,94107E+14
PRD0900228;9,94107E+14
PRD0901014;9,94107E+14
PRD0901871;9,94107E+14
PRD0901881;9,94107E+14
PRD0902242;9,94107E+14
PRD0902394;9,94107E+14
PRD0902724;9,94107E+14
PRD0903052;9,94107E+14
PRD0903057;9,94107E+14
PRD0903632;9,94107E+14
PRD0904250;9,94107E+14
PRD0900759;9,94107E+14
PRD0902660;9,94107E+14
PRD0900294;9,94107E+14
PRD0900121;9,94107E+14
PRD0901878;9,94107E+14
PRD0901998;9,94107E+14
PRD0902163;9,94107E+14
PRD0902472;9,94107E+14
PRD0902499;9,94107E+14
PRD0902606;9,94107E+14
PRD0902700;9,94107E+14
PRD0903917;9,94107E+14
PRD0904537;9,94107E+14
PRD0904555;9,94107E+14
PRD0904703;9,94107E+14
PRD0901937;9,94107E+14
PRD0902613;9,94107E+14
PRD0901831;9,94107E+14
PRD0902692;9,94107E+14
PRD0903078;9,94107E+14
PRD0903522;9,94107E+14
PRD0904606;9,94107E+14
PRD0901188;9,94107E+14
PRD0902882;9,94107E+14
PRD0903939;9,94107E+14
PRD0902899;9,94107E+14
PRD0901180;9,94107E+14
PRD0902801;9,94107E+14
PRD0901141;9,94107E+14
PRD0902216;9,94107E+14
PRD0903934;9,94107E+14
PRD0904096;9,94107E+14
PRD0904711;9,94107E+14
PRD0902207;9,94107E+14
PRD0904830;9,94107E+14
PRD0901863;9,94107E+14
PRD0901353;9,94107E+14
PRD0904441;9,94107E+14
PRD0903615;9,94107E+14
PRD0900907;9,94107E+14
PRD0902125;9,94107E+14
PRD0903473;9,94107E+14
PRD0900121;9,94107E+14
PRD0904434;9,94107E+14
PRD0900097;9,94107E+14
PRD0902920;9,94107E+14
PRD0903125;9,94107E+14
PRD0903655;9,94107E+14
PRD0904269;9,94107E+14
PRD0904505;9,94107E+14
PRD0904917;9,94107E+14
PRD0900251;9,94107E+14
PRD0900700;9,94107E+14
PRD0900917;9,94107E+14
PRD0901672;9,94107E+14
PRD0901887;9,94107E+14
PRD0901982;9,94107E+14
PRD0902132;9,94107E+14
PRD0902478;9,94107E+14
PRD0903074;9,94107E+14
PRD0903463;9,94107E+14
PRD0903677;9,94107E+14
PRD0903806;9,94107E+14
PRD0904044;9,94107E+14
PRD0904963;9,94107E+14
PRD0900354;9,94107E+14
PRD0901170;9,94107E+14
PRD0901228;9,94107E+14
PRD0901853;9,94107E+14
PRD0902198;9,94107E+14
PRD0902630;9,94107E+14
PRD0903052;9,94107E+14
PRD0903074;9,94107E+14
PRD0903514;9,94107E+14
PRD0903542;9,94107E+14
PRD0903788;9,94107E+14
PRD0904107;9,94107E+14
PRD0904348;9,94107E+14
PRD0904358;9,94107E+14
PRD0904647;9,94107E+14
PRD0904761;9,94107E+14
PRD0902207;9,94107E+14
PRD0900263;9,94107E+14
PRD0903042;9,94107E+14
PRD0900390;9,94107E+14
PRD0903050;9,94107E+14
PRD0904358;9,94107E+14
PRD0902602;9,94107E+14
PRD0903598;9,94107E+14
PRD0904379;9,94107E+14
PRD0904933;9,94107E+14
PRD0901938;9,94107E+14
PRD0902286;9,94107E+14
PRD0903877;9,94107E+14
PRD0903891;9,94107E+14
PRD0904547;9,94107E+14
PRD0901549;9,94107E+14
PRD0902398;9,94107E+14
PRD0902482;9,94107E+14
PRD0903234;9,94107E+14
PRD0903571;9,94107E+14
PRD0904298;9,94107E+14
